# plan_cen (STAGING) — Etap 2, WYLACZNIE PLAN. Klucz: SKU (EAN-13). Kolejnosc: DO_IMPORTU, BLOKADA, BRAK_EAN, WYKLUCZONE, BEZ_ZMIAN
# 2026-07-22: semantyka BEZ_ZMIAN = pozycja wylaczona z importu DECYZJA klienta (nie "delta 0"). Delta 0 pozostaje DO_IMPORTU.
sku;wc_id;wc_nazwa;cennik_lp;cennik_nazwa;cennik_ean;metoda;netto_cennik;vat_cennik;klasa_wc;vat_wc;brutto_docelowy;brutto_obecny;delta_brutto;sale_price;decyzja;powod
5907636994664;101;Balsam do ust z witaminami A,E,F 20 ml;17;BALSAM DO UST Z WITAMINAMI A,E,F 20ML;5907636994664;EAN;10.20;23%;(standard);23%;12.55;13.00;-0.45;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994145;105;Balsam z Konopii 5% CBD 200 ml;18;BALSAM Z KONOPII 200 ML;5907636994145;EAN;19.40;23%;(standard);23%;23.86;24.00;-0.14;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643272;107;BLIZNA Maść na blizny 20ml;19;BLIZNA MAŚĆ NA BLIZNY 20 ML;5903317643272;EAN;20.50;23%;(standard);23%;25.22;25.00;+0.22;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994060;2048;Carbocaps x30 kaps.;21;CARBOCAPS X 30 KAPS.;5907636994060;EAN;10.70;8%;reduced-rate;8%;11.56;12.00;-0.44;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994725;2049;Carbocaps x20 kaps.;22;CARBOCAPS X20 kaps.;5907636994725;EAN;8.30;8%;reduced-rate;8%;8.96;9.00;-0.04;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994411;2067;Carbosal + z Czarną Jagodą x20 kaps.;23;CARBOSAL + Z CZARNĄ JAGODĄ X 20 KAPS.;5907636994411;EAN;9.80;8%;reduced-rate;8%;10.58;11.00;-0.42;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994077;27;CARBOSAL + z czarną jagodą 30 kapsułek;24;CARBOSAL + Z CZARNĄ JAGODĄ X 30 KAPS.;5907636994077;EAN;11.70;8%;reduced-rate;8%;12.64;13.00;-0.36;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994107;25;CARBOsal syrop 100ml;25;CARBOSAL SYROP (CARBO ACTIV) O SMAKU COLI 100 ML;5907636994107;EAN;15.00;8%;reduced-rate;8%;16.20;16.00;+0.20;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994572;29;Chrom Forte;26;CHROM FORTE X 30 KAPS.;5907636994572;EAN;15.90;8%;reduced-rate;8%;17.17;17.00;+0.17;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994794;31;Chrom z zieloną herbatą;28;CHROM Z ZIELONĄ HERBATĄ X 30 KAPS.;5907636994794;EAN;15.80;8%;reduced-rate;8%;17.06;17.00;+0.06;;DO_IMPORTU;"import ceny regularnej brutto z cennika | wykluczenie COFNIETE decyzja klienta 22.07.2026 — ""cennik jest glownym zrodlem prawdy"""
5907636994978;35;Citrogreft 60 kapsułek;30;CITROGREFT x60 kaps.;5907636994978;EAN;24.90;8%;reduced-rate;8%;26.89;27.00;-0.11;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
8594011210012;37;Colacal - kolagen z wapniem 60 kapsułek;31;COLACAL X 60 KAPS.;8594011210012;RĘCZNE;49.50;8%;reduced-rate;8%;53.46;51.00;+2.46;;DO_IMPORTU;RĘCZNE: potwierdzona transpozycja Colacal ↔ Colahial (dopasowanie po nazwie, nie po EAN)
8594011210111;39;Colafit 60 kostek;32;COLAFIT KOLAGEN 99,9% X 60 KOSTEK;8594011210111;EAN;71.00;8%;reduced-rate;8%;76.68;77.00;-0.32;;DO_IMPORTU;import ceny regularnej brutto z cennika
8594011210173;41;Colafit SLIM z Chitosanem 60 kapsułek;33;COLAFIT SLIM Z CHITOSANEM X 60 KAPS.;8594011210173;EAN;47.00;8%;reduced-rate;8%;50.76;51.00;-0.24;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994817;43;Colahial 60 kapsułek;34;COLAHIAL KOLAGEN X 60 KAPS.;5907636994817;RĘCZNE;47.50;8%;reduced-rate;8%;51.30;53.00;-1.70;;DO_IMPORTU;RĘCZNE: potwierdzona transpozycja Colacal ↔ Colahial (dopasowanie po nazwie, nie po EAN)
5903317643289;1551;Collagen Vegan;35;COLLAGEN VEGAN BEAUTY X 60 KAPS.;5903317643289;EAN;52.00;8%;reduced-rate;8%;56.16;56.00;+0.16;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994053;45;Cynk + witamina B6 30 tabletek;36;CYNK + WIT. B6 12 MG X 30 TAB.;5907636994053;EAN;15.10;8%;reduced-rate;8%;16.31;16.00;+0.31;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994992;2050;Czystek x60 kaps.;37;CZYSTEK X60 KAPS.;5907636994992;EAN;19.60;8%;reduced-rate;8%;21.17;21.00;+0.17;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994862;109;Diabelski (Czarci) Pazur balsam 200 ml;38;DIABELSKI (CZARCI) PAZUR BALSAM 200 ML;5907636994862;EAN;19.70;23%;(standard);23%;24.23;24.00;+0.23;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994589;47;Energia;39;ENERGIA x30 kaps;5907636994589;EAN;13.00;8%;reduced-rate;8%;14.04;14.00;+0.04;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994084;49;Erotic dla kobiet - afrodyzjak 20 kapsułek;40;EROTIC DLA KOBIET X 20 KAPS.;5907636994084;EAN;30.00;8%;reduced-rate;8%;32.40;32.00;+0.40;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994091;51;Erotic dla mężczyzn - afrodyzjak 20 kapsułek;41;EROTIC DLA MĘŻCZYZN X 20 KAPS.;5907636994091;EAN;30.00;8%;reduced-rate;8%;32.40;32.00;+0.40;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994848;53;Geriafix x60 kapsułek;42;GERIAFIX X 60 KAPS.;5907636994848;EAN;40.20;8%;reduced-rate;8%;43.42;43.00;+0.42;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994404;55;GOTU KOLA x60 kapsułek;43;GOTU KOLA;5907636994404;EAN;17.90;8%;reduced-rate;8%;19.33;19.00;+0.33;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994183;57;Hepasal 40 kapsułek;44;HEPASAL X 40 KAPS.;5907636994183;EAN;14.90;8%;reduced-rate;8%;16.09;16.00;+0.09;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994954;61;Jarmuż 60 kapsułek;45;JARMUŻ x60 kaps.;5907636994954;EAN;22.10;8%;reduced-rate;8%;23.87;24.00;-0.13;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643333;2068;Karczoch Ostropest x60 kaps.;46;KARCZOCH OSTROPEST X 60 KAPS.;5903317643333;EAN;22.50;8%;reduced-rate;8%;24.30;24.00;+0.30;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994114;2052;Koenzym Q10 30mg z Magnezem x30 kaps.;47;KOENZYM Q10 30 MG Z MAGNEZEM X 30 KAPS.;5907636994114;EAN;21.40;8%;reduced-rate;8%;23.11;23.00;+0.11;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994251;103;Balsam Koński 250 ml;48;KOŃSKI BALSAM 250 ML;5907636994251;EAN;16.00;23%;(standard);23%;19.68;20.00;-0.32;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994299;63;KUDZU 60 kapsułek;49;KUDZU ROOT X 60 KAPS.;5907636994299;EAN;26.10;8%;reduced-rate;8%;28.19;28.00;+0.19;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994985;2053;Kwas Hialuronowy x60 kaps.;50;KWAS HIALURONOWY x60 KAPS.;5907636994985;EAN;35.00;8%;reduced-rate;8%;37.80;38.00;-0.20;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643319;1486;LIBIDO Vegan;51;LIBIDO VEGAN X 60 KAPS.;5903317643319;EAN;39.00;8%;reduced-rate;8%;42.12;42.00;+0.12;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643326;1549;LUTEINA Vegan;52;LUTEINA VEGAN X 60 KAPS.;5903317643326;EAN;20.90;8%;reduced-rate;8%;22.57;23.00;-0.43;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643210;2054;Magnez B6 + Ashwagandha x60 kaps.;53;MAGNEZ B6 + ASHWAGANDHA x60 KAPS.;5903317643210;EAN;21.80;8%;reduced-rate;8%;23.54;24.00;-0.46;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994039;65;Magnez B6 60 kapsułek;54;MAGNEZ B6 + CYNK x60 KAPS.;5907636994039;EAN;11.10;8%;reduced-rate;8%;11.99;12.00;-0.01;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643296;1550;Magnez B6 VEGAN;55;MAGNEZ B6 VEGAN X 60 KAPS.;5903317643296;EAN;12.70;8%;reduced-rate;8%;13.72;14.00;-0.28;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994886;139;Maść Arnikowa 130 ml;56;MAŚĆ ARNIKOWA 130ML;5907636994886;EAN;18.50;23%;(standard);23%;22.76;23.00;-0.24;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994626;141;Maść Borowinowa 130 ml;57;MAŚĆ BOROWINOWA 130ML;5907636994626;EAN;18.70;23%;(standard);23%;23.00;23.00;+0.00;;DO_IMPORTU;import ceny regularnej brutto z cennika (delta 0,00 — cena juz zgodna co do grosza)
5907636994442;143;Maść dla Sportowców 150 ml;58;MAŚĆ DLA SPORTOWCÓW 150ML;5907636994442;EAN;18.50;23%;(standard);23%;22.76;23.00;-0.24;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994541;145;Maść Kasztanowa 130 ml;59;MAŚĆ KASZTANOWA 130 ML;5907636994541;EAN;18.00;23%;(standard);23%;22.14;22.00;+0.14;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643135;155;Maść Konopna 5% CBD;60;MAŚĆ KONOPNA 80 ml;5903317643135;EAN;21.90;23%;(standard);23%;26.94;27.00;-0.06;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994602;113;Końska Maść Chłodząca 130 ml;61;MAŚĆ KOŃSKA CHŁODZĄCA 130 ML;5907636994602;EAN;11.90;23%;(standard);23%;14.64;15.00;-0.36;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994503;111;Końska Maść 250 ml;62;MAŚĆ KOŃSKA ROZGRZEWAJACA 250ML;5907636994503;EAN;16.70;23%;(standard);23%;20.54;21.00;-0.46;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994558;2056;Maść Końska Rozgrzewająca 130ml;63;MAŚĆ KOŃSKA ROZGRZEWAJĄCA 130 ML;5907636994558;EAN;11.90;23%;(standard);23%;14.64;15.00;-0.36;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994398;157;Maść Nagietkowa 130ml;64;MAŚĆ NAGIETKOWA;5907636994398;EAN;18.00;23%;(standard);23%;22.14;23.00;-0.86;;DO_IMPORTU;"import ceny regularnej brutto z cennika | wykluczenie COFNIETE decyzja klienta 22.07.2026 — ""cennik jest glownym zrodlem prawdy"""
5907636994244;159;Maść Niedźwiedzi Ząb 200 ml;65;MAŚĆ NIEDŹWIEDZI ZĄB 200 ML;5907636994244;EAN;18.70;23%;(standard);23%;23.00;23.00;+0.00;;DO_IMPORTU;import ceny regularnej brutto z cennika (delta 0,00 — cena juz zgodna co do grosza)
5907636994695;161;Maść Propolisowa 10% z witaminami A,E,F 50 ml;66;MAŚĆ PROPOLISOWA 50ML;5907636994695;EAN;13.70;23%;(standard);23%;16.85;17.00;-0.15;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643029;163;Maść Rokitnikowa 140ml;67;MAŚĆ ROKITNIKOWA 140ML;5903317643029;EAN;18.70;23%;(standard);23%;23.00;23.00;+0.00;;DO_IMPORTU;import ceny regularnej brutto z cennika (delta 0,00 — cena juz zgodna co do grosza)
5903317643265;165;Maść Rumiankowa z olejem CBD 5% 80 ml;68;MAŚĆ RUMIANKOWA 80ML;5903317643265;EAN;11.30;23%;(standard);23%;13.90;25.00;-11.10;12.51;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany) | ⚠ aktywna cena promocyjna 12.51 — do osobnej decyzji
5907636994237;167;Maść Świerkowa 135 ml;69;MAŚĆ ŚWIERKOWA 135 ML;5907636994237;EAN;19.70;23%;(standard);23%;24.23;24.00;+0.23;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994879;2069;Maść Witaminowa 50ml;70;MAŚĆ WITAMINOWA 50ML;5907636994879;EAN;11.80;23%;(standard);23%;14.51;15.00;-0.49;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994633;169;Maść Witaminowa A,E,F 20ml;71;MAŚĆ WITAMINOWA A,E,F 20ML;5907636994633;EAN;9.00;23%;(standard);23%;11.07;11.00;+0.07;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643180;171;Maść z kurkumą, nagietkiem i olejem CBD 5% 80 ml;72;MAŚĆ Z KURKUMĄ, NAGIETKIEM i OLEJEM CBD 5%;5903317643180;EAN;18.60;23%;(standard);23%;22.88;23.00;-0.12;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994657;173;Maść z Żyworódki 130 ml;73;MAŚĆ Z ŻYWORÓDKI 130ML;5907636994657;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994510;2070;Maść Żywokostowa 130ml;74;MAŚĆ ŻYWOKOSTOWA 130 ML;5907636994510;EAN;19.00;23%;(standard);23%;23.37;23.00;+0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643234;177;Mosqitos 100ml;75;MOSQITOS PŁYN OCHRONNY NA SKÓRĘ 100ML;5903317643234;EAN;9.50;23%;(standard);23%;11.69;12.00;-0.31;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643241;179;Mosqitos Zestaw Płyn 20ml i Żel 20ml;76;MOSQITOS ZESTAW PŁYN 20ML i ŻEL 20 ML;5903317643241;EAN;13.20;23%;(standard);23%;16.24;16.00;+0.24;14.62;DO_IMPORTU;import ceny regularnej brutto z cennika | ⚠ aktywna cena promocyjna 14.62 — do osobnej decyzji
5903317643258;2058;Mosqitos Płyn 20ml;77;MOSQITOS PŁYN OCHRONNY NA SKÓRĘ 20ML;5903317643258;EAN;5.90;23%;(standard);23%;7.26;7.00;+0.26;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643197;175;Maść żywokostowa z olejem CBD 140ml;78;MAŚĆ ŻYWOKOSTOWA Z OLEJEM CBD 140ml;5903317643197;EAN;20.10;23%;(standard);23%;24.72;25.00;-0.28;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643203;67;Olej CBD w Kapsułkach;79;OLEJ CBD W KAPSUŁKACH x60 KAPS.;5903317643203;EAN;64.00;8%;reduced-rate;8%;69.12;69.00;+0.12;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994930;181;Olej Kokosowy w żelu 200 ml;80;OLEJ KOKOSOWY W ŻELU 200 ML;5907636994930;EAN;17.50;23%;(standard);23%;21.53;22.00;-0.47;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994329;183;Olejek Pichtowy 100 ml;81;OLEJEK PICHTOWY W ŻELU 100 ML;5907636994329;EAN;13.90;8%;reduced-rate;8%;15.01;15.00;+0.01;13.51;DO_IMPORTU;import ceny regularnej brutto z cennika | ⚠ aktywna cena promocyjna 13.51 — do osobnej decyzji
5903317643111;69;Olej z konopii CBD 10% 10ml;82;OLEK Z KONOPI 10% 10ml;5903317643111;EAN;154.00;8%;reduced-rate;8%;166.32;166.00;+0.32;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643128;70;Olej z konopii CBD 10% 20ml;83;OLEK Z KONOPI 10% 20ml;5903317643128;EAN;296.00;8%;reduced-rate;8%;319.68;320.00;-0.32;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643098;71;Olej z konopii CBD 5% 10ml;84;OLEK Z KONOPI 5% 10ml;5903317643098;EAN;85.00;8%;reduced-rate;8%;91.80;92.00;-0.20;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643104;72;Olej z konopii CBD 5% 20ml;85;OLEK Z KONOPI 5% 20ml;5903317643104;EAN;164.00;8%;reduced-rate;8%;177.12;177.00;+0.12;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5903317643074;73;OSTROPEST mielony 150g;86;OSTROPEST MIELONY 150g;5903317643074;EAN;12.90;8%;reduced-rate;8%;13.93;14.00;-0.07;;DO_IMPORTU;import ceny regularnej brutto z cennika
5903317643067;75;OSTROPEST x60 kaps.;87;OSTROPEST x60 kaps.;5903317643067;EAN;14.30;8%;reduced-rate;8%;15.44;15.00;+0.44;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994688;185;Panthenol Pianka 100 ml;88;PANTHENOL PIANKA 100ML;5907636994688;EAN;13.50;23%;(standard);23%;16.61;17.00;-0.39;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994534;187;Panthenol Żel 100 ml;89;PANTHENOL ŻEL Z ALOESEM I ALANTOINĄ 100 ML;5907636994534;EAN;13.50;23%;(standard);23%;16.61;17.00;-0.39;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994770;230;Pneumovit BABY 35 ml;90;PNEUMOVIT BABY SPRAY 35ML;5907636994770;EAN;16.10;8%;reduced-rate;8%;17.39;17.00;+0.39;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994596;2059;Pneumovit Pastylki x16;91;PNEUMOVIT PASTYLKI DO SSANIA NA GARDŁO x16 pastylek;5907636994596;EAN;10.80;23%;(standard);23%;13.28;13.00;+0.28;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994565;2060;Pneumovit Pastylki x8;92;PNEUMOVIT PASTYLKI DO SSANIA NA GARDŁO x8 pastylek;5907636994565;EAN;7.50;23%;(standard);23%;9.23;9.00;+0.23;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994282;2061;Pneumovit Sept Aerozol 35ml;93;PNEUMOVIT SEPT AEROZOL DO GARDŁA 35 ML;5907636994282;EAN;15.40;8%;reduced-rate;8%;16.63;17.00;-0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994206;232;Pneumovit Spray do nosa 35 ml;94;PNEUMOVIT SPRAY DO NOSA 35 ML;5907636994206;EAN;15.50;8%;reduced-rate;8%;16.74;17.00;-0.26;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994787;234;Pneumovit Zatoki 50 ml;95;PNEUMOVIT ZATOKI 50ML;5907636994787;EAN;16.20;8%;reduced-rate;8%;17.50;17.00;+0.50;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994909;193;Puder Rodzinny Pielęgnacyjny 50 ml;96;PUDER RODZINNY PIELĘGNUJĄCY 50 ML;5907636994909;EAN;10.00;23%;(standard);23%;12.30;12.00;+0.30;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994374;197;RABKA SPA MINERALE żel 200 ml;98;RABKA SPA MINERALE ŻEL 200 ML;5907636994374;EAN;17.40;8%;reduced-rate;8%;18.79;19.00;-0.21;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994961;77;Resveratrol 60 kapsułek;99;RESVERATROL x60 kaps.;5907636994961;EAN;40.40;8%;reduced-rate;8%;43.63;44.00;-0.37;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994138;79;Rokitnik i Acerola 60 kapsułek;100;ROKITNIK I ACEROLA x60 kaps.;5907636994138;EAN;23.90;8%;reduced-rate;8%;25.81;26.00;-0.19;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994022;2063;Selen A,C,E Antyoksydanty x30 tab.;101;SELEN A ,C, E ANTYOKSYDANTY X 30 TAB.;5907636994022;EAN;18.50;8%;reduced-rate;8%;19.98;20.00;-0.02;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994015;81;Silicum + H ( KRZEM+ BIOTYNA ) 30 tabletek;102;SILICUM + H (KRZEM+BIOTYNA ) X 30 TAB.;5907636994015;EAN;18.00;8%;reduced-rate;8%;19.44;19.00;+0.44;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994947;83;Spirulina 60 kapsułek;103;SPIRULINA x60 kaps.;5907636994947;EAN;18.20;8%;reduced-rate;8%;19.66;20.00;-0.34;;DO_IMPORTU;import ceny regularnej brutto z cennika (odblokowane przez KROK 1 — EAN dopisany)
5907636994381;199;Venal Spray 115 ml;104;VENAL SPRAY NA ZMĘCZONE NOGI, ŻYLAKI 115ml;5907636994381;EAN;15.30;23%;(standard);23%;18.82;19.00;-0.18;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994336;201;Venal Żel 150 ml;105;VENAL ŻEL CHŁODZĄCY 150 ML;5907636994336;EAN;19.00;23%;(standard);23%;23.37;22.00;+1.37;;DO_IMPORTU;"import ceny regularnej brutto z cennika | wykluczenie COFNIETE decyzja klienta 22.07.2026 — ""cennik jest glownym zrodlem prawdy"""
5903317643302;1441;Witamina C 500mg VEGAN;106;WITAMINA C 500mg VEGAN z Aceroli X 60 KAPS.;5903317643302;EAN;19.40;8%;reduced-rate;8%;20.95;21.00;-0.05;;DO_IMPORTU;import ceny regularnej brutto z cennika
5907636994343;203;Zdrowa Stopa Kremo - Żel do stóp 100 ml;107;ZDROWA STOPA KREMO – ŻEL DO STÓP 100 ML;5907636994343;EAN;11.40;23%;(standard);23%;14.02;14.00;+0.02;;DO_IMPORTU;import ceny regularnej brutto z cennika
